Titre,Texte,Etoiles,text,label,language,clean_text
Merci pour votre confiance et honnêteté…,"Merci pour votre confiance et honnêteté
Surtout la valeur...",5,"Merci pour votre confiance et honnêteté… Merci pour votre confiance et honnêteté
Surtout la valeur...",1,fr,merci confiance honnêteté… merci confiance honnêteté surtout valeur
Je fais plusieurs commandes,Date de l'expérience: 21 février 2025,4,Je fais plusieurs commandes Date de l'expérience: 21 février 2025,1,fr,fais plusieurs commandes date lexpérience 21 février 2025
Fan de shein je trouve des choses que…,Fan de shein je trouve des choses que je ne trouve pas chez moi des choses utile pour deco ou autre,5,Fan de shein je trouve des choses que… Fan de shein je trouve des choses que je ne trouve pas chez moi des choses utile pour deco ou autre,1,fr,fan shein trouve choses que… fan shein trouve choses trouve chez choses utile deco autre
Très bien,"Très bien , sauf les prix qui ont bien augmenter depuis quelques années, sinon livraison rapide",4,"Très bien Très bien , sauf les prix qui ont bien augmenter depuis quelques années, sinon livraison rapide",1,fr,très bien très bien sauf prix bien augmenter depuis quelques années sinon livraison rapide
PAS DE RÉCLAMATION POSSIBLE,"J'ai été une très bonne cliente pendant 1 ans. Je passe une commande d'un montant de 36,57€ et Shein a prélevé 40,07€. J'ai galéré pour faire une réclamation alors j'ai envoyé a toutes les adresses email trouvé.
Seule réponse reçu, c'est pour me dire en chinois que le mail est overbooké.
J'ai donc envoyé un mail a un site de consommation français pour le signaler. Ça n'a rien réglé. Heureusement c un petit montant mais pour shein, j'ai tout blacklister donc plus de compte.
Votre réponse SHEIN ne répond pas au problème. Qu'est ce que ça avoir avec ma vie privée ? C de l'argent que vous avez pris en plus sans raison, sans explication le justifiant.",1,"PAS DE RÉCLAMATION POSSIBLE J'ai été une très bonne cliente pendant 1 ans. Je passe une commande d'un montant de 36,57€ et Shein a prélevé 40,07€. J'ai galéré pour faire une réclamation alors j'ai envoyé a toutes les adresses email trouvé.
Seule réponse reçu, c'est pour me dire en chinois que le mail est overbooké.
J'ai donc envoyé un mail a un site de consommation français pour le signaler. Ça n'a rien réglé. Heureusement c un petit montant mais pour shein, j'ai tout blacklister donc plus de compte.
Votre réponse SHEIN ne répond pas au problème. Qu'est ce que ça avoir avec ma vie privée ? C de l'argent que vous avez pris en plus sans raison, sans explication le justifiant.",0,fr,réclamation possible jai très bonne cliente pendant 1 ans passe commande dun montant 3657€ shein prélevé 4007€ jai galéré faire réclamation alors jai envoyé toutes adresses email trouvé seule réponse reçu cest dire chinois mail overbooké jai donc envoyé mail site consommation français signaler ça na rien réglé heureusement petit montant shein jai tout blacklister donc plus compte réponse shein répond problème quest ça avoir vie privée largent pris plus sans raison sans explication justifiant
Génial 👍,"J'ai acheté pour la première fois sur shein et je ne suis pas déçu du produit. Un pantalon que j'ai payé 20€ alors qu'en boutique il est à 40.
Je recommande ce site.",5,"Génial 👍 J'ai acheté pour la première fois sur shein et je ne suis pas déçu du produit. Un pantalon que j'ai payé 20€ alors qu'en boutique il est à 40.
Je recommande ce site.",1,fr,génial 👍 jai acheté première fois shein déçu produit pantalon jai payé 20€ alors quen boutique 40 recommande site
Commande ratée,"Cadre mal imprimé. En cours de traitement mais pour le moment ça ne me convient pas.
Objet reçu cassé...
Mon évaluation changera peut être si ça s'arrange rapidement!!!
Problème résolu a mon avantage d'où le changement de noté. Merci.",4,"Commande ratée Cadre mal imprimé. En cours de traitement mais pour le moment ça ne me convient pas.
Objet reçu cassé...
Mon évaluation changera peut être si ça s'arrange rapidement!!!
Problème résolu a mon avantage d'où le changement de noté. Merci.",1,fr,commande ratée cadre mal imprimé cours traitement moment ça convient objet reçu cassé évaluation changera peut être si ça sarrange rapidement problème résolu avantage doù changement noté merci
Très bonne expérience merci,Très bonne expérience merci,5,Très bonne expérience merci Très bonne expérience merci,1,fr,très bonne expérience merci très bonne expérience merci
qualité des articles et la livraison…,qualité des articles et la livraison 🥰par contre c’est dommage pour les réductions car sa fonctionne plus comme avant,5,qualité des articles et la livraison… qualité des articles et la livraison 🥰par contre c’est dommage pour les réductions car sa fonctionne plus comme avant,1,fr,qualité articles livraison… qualité articles livraison 🥰par contre ’ dommage réductions car fonctionne plus comme avant
Entreprise non éthique complaisante à l'égard de la fraude,"Attention ! Entreprise complaisante à l'égard de la fraude aux moyens de paiement ! Entreprise contactée à plusieurs reprises afin d'obtenir l'adresse et l'identité du destinataire du colis payé via une fraude à ma CB afin de pouvoir déposer une plainte mais SHEIN refuse de coopérer et de communiquer ces informations. Honteux ! Entreprise au comportement inadmissible s'agissant d'agissements pénalement répréhensibles. Potentiels clients, un conseil, fuyez cette entreprise non éthique à l'attitude et au comportement douteux. Vous êtes prévenus !!!",1,"Entreprise non éthique complaisante à l'égard de la fraude Attention ! Entreprise complaisante à l'égard de la fraude aux moyens de paiement ! Entreprise contactée à plusieurs reprises afin d'obtenir l'adresse et l'identité du destinataire du colis payé via une fraude à ma CB afin de pouvoir déposer une plainte mais SHEIN refuse de coopérer et de communiquer ces informations. Honteux ! Entreprise au comportement inadmissible s'agissant d'agissements pénalement répréhensibles. Potentiels clients, un conseil, fuyez cette entreprise non éthique à l'attitude et au comportement douteux. Vous êtes prévenus !!!",0,fr,entreprise non éthique complaisante légard fraude attention entreprise complaisante légard fraude moyens paiement entreprise contactée plusieurs reprises afin dobtenir ladresse lidentité destinataire colis payé via fraude cb afin pouvoir déposer plainte shein refuse coopérer communiquer informations honteux entreprise comportement inadmissible sagissant dagissements pénalement répréhensibles potentiels clients conseil fuyez cette entreprise non éthique lattitude comportement douteux prévenus
Bonne expérience.,"Site intuitif, commande facile à passer est conforme aux descriptions du site et des avis.
Qualité correcte, on ne s'attend pas à de la haute couture sur ce genre de site, mais ce site marchand permet de tout de même de diversifier quelques tenues à moindre coût.",5,"Bonne expérience. Site intuitif, commande facile à passer est conforme aux descriptions du site et des avis.
Qualité correcte, on ne s'attend pas à de la haute couture sur ce genre de site, mais ce site marchand permet de tout de même de diversifier quelques tenues à moindre coût.",1,fr,bonne expérience site intuitif commande facile passer conforme descriptions site avis qualité correcte sattend haute couture genre site site marchand permet tout diversifier quelques tenues moindre coût
Les tailles ne sont pas vraiment conformes …,Les tailles ne sont pas vraiment conformes et les prix ont beaucoup augmenté !,2,Les tailles ne sont pas vraiment conformes … Les tailles ne sont pas vraiment conformes et les prix ont beaucoup augmenté !,0,fr,tailles vraiment conformes … tailles vraiment conformes prix beaucoup augmenté
Commande sur Shein,Conforme à mes attentes et livraison rapide,5,Commande sur Shein Conforme à mes attentes et livraison rapide,1,fr,commande shein conforme attentes livraison rapide
Commande pour décoration mariage,"Commande pour décoration mariage, Tout était parfait!",5,"Commande pour décoration mariage Commande pour décoration mariage, Tout était parfait!",1,fr,commande décoration mariage commande décoration mariage tout parfait
Bonjour,"Bonjour
Beaucoup de choix, pris très interessants",5,"Bonjour Bonjour
Beaucoup de choix, pris très interessants",1,fr,bonjour bonjour beaucoup choix pris très interessants
Shein est une application qui propose…,"Shein est une application qui propose des vêtements d'homme femme et enfant de style qu'on ne trouve pas en magasin très joli pour des prix correct , il propose de la déco de maison en passant par des accessoires de maquillage,du et tout objets divers à petit prix certain sont de bonne qualité d'autre moins mais les expédition sont rapide et les livraisons bien suivi entre 7 a 10jours",4,"Shein est une application qui propose… Shein est une application qui propose des vêtements d'homme femme et enfant de style qu'on ne trouve pas en magasin très joli pour des prix correct , il propose de la déco de maison en passant par des accessoires de maquillage,du et tout objets divers à petit prix certain sont de bonne qualité d'autre moins mais les expédition sont rapide et les livraisons bien suivi entre 7 a 10jours",1,fr,shein application propose… shein application propose vêtements dhomme femme enfant style quon trouve magasin très joli prix correct propose déco maison passant accessoires maquillagedu tout objets divers petit prix certain bonne qualité dautre moins expédition rapide livraisons bien suivi entre 7 10jours
Super livraison rapide,"Super livraison rapide
Qualité des articles commandé",5,"Super livraison rapide Super livraison rapide
Qualité des articles commandé",1,fr,super livraison rapide super livraison rapide qualité articles commandé
Trop petit,Certains articles tailles petit...,4,Trop petit Certains articles tailles petit...,1,fr,trop petit certains articles tailles petit
Qualité.Livraison. excellente je recommande,"Rapide bonne qualité
Je recommande.",5,"Qualité.Livraison. excellente je recommande Rapide bonne qualité
Je recommande.",1,fr,qualitélivraison excellente recommande rapide bonne qualité recommande
Articles de bonne qualité livraison…,Articles de bonne qualité livraison assez rapide,5,Articles de bonne qualité livraison… Articles de bonne qualité livraison assez rapide,1,fr,articles bonne qualité livraison… articles bonne qualité livraison assez rapide
Qualité de produit vraiment médiocre…,"Qualité de produit vraiment médiocre ,rien a voir avec les photos",2,"Qualité de produit vraiment médiocre… Qualité de produit vraiment médiocre ,rien a voir avec les photos",0,fr,qualité produit vraiment médiocre… qualité produit vraiment médiocre rien voir photos
